1.857146434485912323e-02,1.867881231009960175e-02
1.813759841024875641e-02,1.946312375366687775e-02
1.592006906867027283e-02,1.605841144919395447e-02
1.550749503076076508e-02,1.560875121504068375e-02
1.549632847309112549e-02,1.770005933940410614e-02
1.541468780487775803e-02,1.807898469269275665e-02
1.517080795019865036e-02,1.656771264970302582e-02
1.496485900133848190e-02,1.508378610014915466e-02
1.494601648300886154e-02,1.495947875082492828e-02
1.486486755311489105e-02,1.530493702739477158e-02
1.470996253192424774e-02,1.837030425667762756e-02
1.460200641304254532e-02,1.729198172688484192e-02
1.415503397583961487e-02,1.967382803559303284e-02
1.409313641488552094e-02,1.414887979626655579e-02
1.389981992542743683e-02,1.571379415690898895e-02
1.359435543417930603e-02,1.454148907214403152e-02
1.344862114638090134e-02,1.349407248198986053e-02
1.339820120483636856e-02,1.458387076854705811e-02
1.339141558855772018e-02,1.361531857401132584e-02
1.303236745297908783e-02,1.489452552050352097e-02
1.291409321129322052e-02,1.426070835441350937e-02
1.290557626634836197e-02,1.299503725022077560e-02
1.275666896253824234e-02,1.460209954530000687e-02
1.268386747688055038e-02,1.363114826381206512e-02
1.238572597503662109e-02,1.350313331931829453e-02
1.228110771626234055e-02,1.544682774692773819e-02
1.227389462292194366e-02,1.358698680996894836e-02
1.216028816998004913e-02,1.493691746145486832e-02
1.195886265486478806e-02,1.834701374173164368e-02
1.192966476082801819e-02,1.231650076806545258e-02
1.190178934484720230e-02,1.359838992357254028e-02
1.178369671106338501e-02,1.382615230977535248e-02
1.177098974585533142e-02,1.574828848242759705e-02
1.174189522862434387e-02,1.198455691337585449e-02
1.172169763594865799e-02,1.714539341628551483e-02
1.160403806716203690e-02,1.176351122558116913e-02
1.154900901019573212e-02,1.314947940409183502e-02
1.154267322272062302e-02,1.549545768648386002e-02
1.151644438505172729e-02,1.505814399570226669e-02
1.149305887520313263e-02,1.434976700693368912e-02
1.145521271973848343e-02,1.249409839510917664e-02
1.144962012767791748e-02,1.284063048660755157e-02
1.144808251410722733e-02,1.171575859189033508e-02
1.137613318860530853e-02,1.447619125247001648e-02
1.132196560502052307e-02,1.795984432101249695e-02
1.131814904510974884e-02,1.405430212616920471e-02
1.123097073286771774e-02,1.126503851264715195e-02
1.121490541845560074e-02,1.293012406677007675e-02
1.118646934628486633e-02,1.212863530963659286e-02
1.116862148046493530e-02,1.121797226369380951e-02
1.113243866711854935e-02,1.119645498692989349e-02
1.112734898924827576e-02,1.128403283655643463e-02
1.111554726958274841e-02,1.115090586245059967e-02
1.107278652489185333e-02,1.288950350135564804e-02
1.104212831705808640e-02,1.350670959800481796e-02
1.098368316888809204e-02,1.111989188939332962e-02
1.097020041197538376e-02,1.132069807499647141e-02
1.093135401606559753e-02,1.224432513117790222e-02
1.092993095517158508e-02,1.099954079836606979e-02
1.090211886912584305e-02,1.315013691782951355e-02
1.082196831703186035e-02,1.184932887554168701e-02
1.081919111311435699e-02,1.105905976146459579e-02
1.077385712414979935e-02,1.205167174339294434e-02
1.075446885079145432e-02,1.235516462475061417e-02
1.072846725583076477e-02,1.148949936032295227e-02
1.072392147034406662e-02,1.076898351311683655e-02
1.071692164987325668e-02,1.370435673743486404e-02
1.068917661905288696e-02,1.241162791848182678e-02
1.065814681351184845e-02,1.409465819597244263e-02
1.065252069383859634e-02,1.479797996580600739e-02
1.060822326689958572e-02,1.432063523679971695e-02
1.057648845016956329e-02,1.140727382153272629e-02
1.052458584308624268e-02,1.161483954638242722e-02
1.048594340682029724e-02,1.134706102311611176e-02
1.046425383538007736e-02,1.144706085324287415e-02
1.044397428631782532e-02,1.057074218988418579e-02
1.036946009844541550e-02,1.054052636027336121e-02
1.035609003156423569e-02,1.102236378937959671e-02
1.034437026828527451e-02,1.071720104664564133e-02
1.033483911305665970e-02,1.048296689987182617e-02
1.032130327075719833e-02,1.094518601894378662e-02
1.031731069087982178e-02,1.853550970554351807e-02
1.026597246527671814e-02,1.492197718471288681e-02
1.026409305632114410e-02,1.226803939789533615e-02
1.026172470301389694e-02,1.109049096703529358e-02
1.025136560201644897e-02,1.169944833964109421e-02
1.023738738149404526e-02,1.085854507982730865e-02
1.023176871240139008e-02,1.125389710068702698e-02
1.021628640592098236e-02,1.108278427273035049e-02
1.020844280719757080e-02,1.714563742280006409e-02
1.019071135669946671e-02,1.131768990308046341e-02
1.017705723643302917e-02,1.103694271296262741e-02
1.014837902039289474e-02,1.042328681796789169e-02
